title,authors,year,num_citations,cites_per_year,citation_string,journal,volume,issue,pages,publisher,url_related_articles,semantic_id,reference_count,influential_citation_count,is_open_access,open_access_pdf,publication_types,publication_date,abstract,semantic_url,tldr,first_author,first_author_affiliation,corresponding_author,corresponding_author_affiliation,journal_abbreviation,month,day,pubmed_id,DOI,is_journal_article,is_review,fund,keywords
Nanopore sensor for detecting molecular interactions,"Binquan Luan, Ruhong Zhou",2018.0,1,{2017: 1},"US Patent 9,995,710, 2018",,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:An_Ui04B4qQJ:scholar.google.com/,,,,,,,,"Plasmonic and nanopore sensors have separately received much attention for achieving single-molecule precision. A plasmonic ""hotspot"" confines and enhances optical excitation at the nanometer length scale sufficient to optically detect surface-analyte interactions. A nanopore biosensor actively funnels and threads analytes through a molecular-scale aperture, wherein they are interrogated by electrical or optical means. Recently, solid-state plasmonic and nanopore structures have been integrated within monolithic devices that address fundamental challenges in each of the individual sensing methods and offer complimentary improvements in overall single-molecule sensitivity, detection rates, dwell time and scalability. Here, the physical phenomena and sensing principles of plasmonic and nanopore sensing are summarized to highlight the novel complementarity in dovetailing these techniques for vastly improved single-molecule sensing. A literature review of recent plasmonic nanopore devices is then presented to delineate methods for solid-state fabrication of a range of hybrid device formats, evaluate the progress and challenges in the detection of unlabeled and labeled analyte, and assess the impact and utility of localized plasmonic heating. Finally, future directions and applications inspired by the present state of the art are discussed.",,,JD. Spitzberg,"Department of Biomedical Engineering, Technion-IIT, Haifa, 32000, Israel.",A. Meller,"Department of Biomedical Engineering, Technion-IIT, Haifa, 32000, Israel.",Adv Mater,6.0,,30941823.0,10.1002/adma.201900422,True,True,set(),"Biosensing Techniquesinstrumentationmethods, Electromagnetic Fields, Kinetics, Metalschemistry, Nanopores, Nucleic Acidsanalysis, Polymerschemistry, Proteinsanalysis, Single Molecule Imaginginstrumentationmethods, Spectrometry, Fluorescence, Spectrum Analysis, Raman, Surface Properties"
Screening and refinement of protein structures from fold recognition,"R Zhou, BD Silverman, G Dent, A Royyuru, A Curioni, A Logen",2005.0,1,{2008: 1},"RECOMB2005, MIT, 2005","RECOMB2005, MIT",,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:Im3XjhJXvQ8J:scholar.google.com/,,,,,,,,"The design of potent protein kinase C (PK-C) ligands with low nanomolar binding affinities was accomplished by the combined use of pharmacophore- and receptor-guided approaches based on the structure of the physiological enzyme activator, diacylglycerol (DAG). Earlier use of the former approach, which was based on the structural equivalence of DAG and phorbol ester pharmacophores, identified a fixed template for the construction of a semirigid ""recognition domain"" that contained the three principal pharmacophores of DAG constrained into a lactone ring (DAG-lactones). In the present work, the pharmacophore-guided approach was refined to a higher level based on the X-ray structure of the C1b domain of PK-Cdelta complexed with phorbol-13-O-acetate. A systematic search that involved modifying the DAG-lactone template with a combination of linear or branched acyl and alpha-alkylidene chains, which functioned as variable hydrophobic ""affinity domains"", helped identify compounds that optimized hydrophobic contacts with a group of conserved hydrophobic amino acids located on the top half of the C1 domain where the phorbol binds. The hydrophilic/hydrophobic balance of the molecules was estimated by the octanol/water partition coefficients (log P) calculated according to a fragment-based approach. The presence of branched alpha-alkylidene or acyl chains was of critical importance to reach low nanomolar binding affinities for PK-C. These branched chains appear to facilitate important van der Waals contacts with hydrophobic segments of the protein and help promote the activation of PK-C through critical membrane interactions. Molecular modeling of these DAG-lactones into an empty C1b domain using the program AutoDock 2.4 suggests the existence of competing binding modes (sn-1 and sn-2) depending on which carbonyl is directly involved in binding to the protein. Inhibition of epidermal growth factor (EGF) binding, an indirect PK-C mediated response, was realized with some DAG-lactones at a dose 10-fold higher than with the standard phorbol-12, 13-dibutyrate (PDBU). Through the National Cancer Institute (NCI) 60-cell line in vitro screen, DAG-lactone 31 was identified as a very selective and potent antitumor agent. The NCI's computerized, pattern-recognition program COMPARE, which analyzes the degree of similarity of mean-graph profiles produced by the screen, corroborated our principles of drug design by matching the profile of compound 31 with that of the non-tumor-promoting antitumor phorbol ester, prostratin. The structural simplicity and the degree of potency achieved with some of the DAG-lactones described here should dispel the myth that chemical complexity and pharmacological activity go hand in hand. Even as a racemate, DAG-lactone 31 showed low namomolar binding affinity for PK-C and displayed selective antitumor activity at equivalent nanomolar levels. Our present approach should facilitate the generation of multiple libraries of structurally similar DAG-lactones to help exploit molecular diversity for PK-C and other high-affinity receptors for DAG and the phorbol esters. The success of this work suggests that substantially simpler, high-affinity structures could be identified to function as surrogates of other complex natural products.",,,K. Nacro,"Laboratories of Medicinal Chemistry and of Cellular Carcinogenesis and Tumor Promotion, Division of Basic Sciences, National Cancer Institute, National Institutes of Health, Bethesda, Maryland 20892, USA.",VE. Marquez,,J Med Chem,3.0,9.0,10715158.0,,True,False,set(),"4-Butyrolactoneanalogs & derivativeschemical synthesischemistrymetabolismpharmacology, Antineoplastic Agentschemical synthesischemistrymetabolismpharmacology, Binding, Competitive, Crystallography, X-Ray, Drug Design, Drug Screening Assays, Antitumor, Enzyme Activation, Epidermal Growth Factorantagonists & inhibitorsmetabolism, Isoenzymeschemistrymetabolism, Ligands, Models, Molecular, Protein Kinase Cchemistrymetabolism, Protein Kinase C-alpha, Stereoisomerism, Structure-Activity Relationship, Tumor Cells, Cultured, Valerateschemical synthesischemistrymetabolismpharmacology"
Ab initio derived force field for biomolecular applications with explicit treatment of electrostatic polarizability.,"GA Kaminski, HA Stern, JL Banks, RH Zhou, RA Friesner, BJ Berne",1999.0,1,{2006: 1},"Abstracts of Papers of the American Chemical Society 218, U503-U504, 1999",,218.0,,U503-U504,AMER CHEMICAL SOC,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:HTmL4xrf3hoJ:scholar.google.com/,,,,,,,,,,,,,,,,,,,,,,,
Dynamic topology-mediated maturation of β-barrel proteins in BAM-catalyzed folding,"Ruhong Zhou, Teng Xie, Kevin Chan, Jie Pang, Chongrong Shen, Shenghai Chang, Damiano Buratto, Xiaodi Tang, Xing Zhang, Haohao Dong",2023.0,0,{},,,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:Yrt1uGgGwnYJ:scholar.google.com/,,,,,,,,,,,,,,,,,,,,,,,
CALCULATION OF RELATIVE BINDING FREE ENERGY FOR MUTATIONS IN PROTEIN COMPLEXES: THE ALCHEMICAL PATH,"Mei Feng, Yi Song, Ruhong Zhou",2023.0,0,{},"A Practical Guide to Recent Advances in Multiscale Modeling and Simulation …, 2023",A Practical Guide to Recent Advances in Multiscale Modeling and Simulation of Biomolecules,,,25,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:di2bS1DCjEsJ:scholar.google.com/,,,,,,,,,,,,,,,,,,,,,,,
A PRACTICAL GUIDE TO KINETICS CALCULATION OF PROTEIN CONFORMATIONAL CHANGE USING FREQUENCY ADAPTIVE METADYNAMICS,"Rongfeng Zou, Tiefeng Song, Liangdong Wang, Lingyuan Ye, Yong Wang",2023.0,0,{},"A Practical Guide to Recent Advances in Multiscale Modeling and Simulation …, 2023",A Practical Guide to Recent Advances in Multiscale Modeling and Simulation of Biomolecules,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:37NwFtCz_iwJ:scholar.google.com/,,,,,,,,,,,,,,,,,,,,,,,
Optical Flow Based Forecasting of Binding States in Molecular Dynamic Simulations,"Giacomo Domeniconi, Leili Zhang, Guojing Cong, Chih-Chieh Yang, Ruhong Zhou",2022.0,0,{},"US Patent App. 17/154,120, 2022",,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:cXGA0TrJ2zkJ:scholar.google.com/,,,,,,,,,,,,,,,,,,,,,,,
Altering protein-ligand structure according to protein-ligand binding affinity,"Giacomo Domeniconi, Leili Zhang, Guojing Cong, Chih-Chieh Yang, Ruhong Zhou",2022.0,0,{},"US Patent App. 17/065,548, 2022",,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:59CK9KQwCiQJ:scholar.google.com/,,,,,,,,"The urea transporter UT-B1, encoded by the SLC14A1 gene, has been hypothesized to be a significant protein whose deficiency and dysfunction contribute to the pathogenesis of bladder cancer and many other diseases. Several studies reported the association of genetic alterations in the SLC14A1 (UT-B1) gene with bladder carcinogenesis, suggesting a need for thorough characterization of the UT-B1 protein's coding and non-coding variants. This study used various computational techniques to investigate the commonly occurring germ-line missense and non-coding SNPs (ncSNPs) of the SLC14A1 gene (UT-B1) for their structural, functional, and molecular implications for disease susceptibility and dysfunctionality. SLC14A1 missense variants, primarily identified from the ENSEMBL genome browser, were screened through twelve functionality prediction tools leading to two variants D280Y (predicted detrimental by maximum tools) and D280N (high global MAF) for rs1058396. Subsequently, the ConSurf and NetSurf tools revealed the D280 residue to be in a variable site and exposed on the protein surface. According to I-Mutant2.0 and MUpro, both variants are predicted to cause a significant effect on protein stability. Analysis of molecular docking anticipated these two variants to decrease the binding affinity of UT-B1 protein for the examined ligands to a significant extent. Molecular dynamics also disclosed the possible destabilization of the UT-B1 protein due to single nucleotide polymorphism compared to wild-type protein which may result in impaired protein function. Furthermore, several non-coding SNPs were estimated to affect transcription factor binding and regulation of SLC14A1 gene expression. Additionally, two ncSNPs were found to affect miRNA-based post-transcriptional regulation by creating new seed regions for miRNA binding. This comprehensive in-silico study of SLC14A1 gene variants may serve as a springboard for future large-scale investigations examining SLC14A1 polymorphisms.",,,T. Sultana,"Department of Biochemistry and Molecular Biology, University of Dhaka, Dhaka-1000, Bangladesh.",MI. Hosen,"Department of Biochemistry and Molecular Biology, University of Dhaka, Dhaka-1000, Bangladesh.",Biochem Biophys Rep,7.0,,38596408.0,10.1016/j.bbrep.2024.101703,True,False,set(),
rsc. li/nanoscale,"Ruhong Zhou, Thomas Weikl, Yu-qiang Ma, Pradip Kumar Roy, Jan Luxa, Zdeněk Sofer",2020.0,0,{},"Nanoscale 12, 10413-10425, 2020",Nanoscale,12.0,,10413-10425,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:4kQvF2GiEcEJ:scholar.google.com/,,,,,,,,"Pillararene-modified graphene materials integrate the advantages of both graphene and pillararenes; e.g., the cavity of pillararenes can recognise suitably sized electron-deficient and hydrophobic guest molecules via host-guest interactions, while the graphene composite is able to exhibit unique physiochemical properties including inertness, nanoscale, electrical and thermal structural properties. Those novel organic-inorganic hybrid composites can be efficiently prepared via both covalent and noncovalent bonds by classic organic reactions and supramolecular interactions, respectively. Pillararene-functionalised graphene materials have been used in various applications, such as electrochemical sensing guest molecules, performing as the platform for fluorescent probes, carrying out fluorescence quenching as the sensor, biosensing toxic molecules in cells, Raman and fluorescence bioimaging of cancer cells, photoacoustic and ultrasound imaging, as well as storage materials and reactors in energy fields.",,,H. Zhang,"School of Chemical Engineering and Technology, Xi'an Jiaotong University Xi'an Shaanxi 710049 China zhanghuacheng@xjtu.edu.cn.",C. Li,"Department of Laboratory, Shandong University Hospital Jinan 250100 China lichao@sdu.edu.cn.",RSC Adv,5.0,10.0,35517199.0,10.1039/d0ra02964e,True,True,set(),
De novo design of nanomedicine: Large scale molecular simulation of nanoparticle-biomolecule interactions,Ruhong Zhou,2019.0,0,{},"ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY 258, 2019",,258.0,,,AMER CHEMICAL SOC,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:9mCO1gVCkswJ:scholar.google.com/,,,,,,,,,,,,,,,,,,,,,,,
Nanospore sensor for detecting molecular interactions,"Binquan Luan, Ruhong Zhou",2019.0,0,{},"US Patent 10,281,428, 2019",,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:gTZ7uoMj2AsJ:scholar.google.com/,,,,,,,,"Innate immunity is an important first line of defense against pathogens, including viruses. These pathogen- and damage-associated molecular patterns (PAMPs and DAMPs, respectively), resulting in the induction of inflammatory cell death, are detected by specific innate immune sensors. Recently, Z-DNA binding protein 1 (ZBP1), also called the DNA-dependent activator of IFN regulatory factor (DAI) or DLM1, is reported to regulate inflammatory cell death as a central mediator during viral infection. ZBP1 is an interferon (IFN)-inducible gene that contains two Z-form nucleic acid-binding domains (Zα1 and Zα2) in the N-terminus and two receptor-interacting protein homotypic interaction motifs (RHIM1 and RHIM2) in the middle, which interact with other proteins with the RHIM domain. By sensing the entry of viral RNA, ZBP1 induces PANoptosis, which protects host cells against viral infections, such as influenza A virus (IAV) and herpes simplex virus (HSV1). However, some viruses, particularly coronaviruses (CoVs), induce PANoptosis to hyperactivate the immune system, leading to cytokine storm, organ failure, tissue damage, and even death. In this review, we discuss the molecular mechanism of ZBP1-derived PANoptosis and pro-inflammatory cytokines that influence the double-edged sword of results in the host cell. Understanding the ZBP1-derived PANoptosis mechanism may be critical for improving therapeutic strategies.",,,S. Oh,"Department of Biological Science, Ulsan National Institute of Science and Technology (UNIST), Ulsan, Republic of Korea.",S. Lee,"Department of Biological Science, Ulsan National Institute of Science and Technology (UNIST), Ulsan, Republic of Korea.",Front Immunol,,,37261341.0,10.3389/fimmu.2023.1148727,True,True,set(),"Humans, RNA-Binding Proteinsmetabolism, Virus Diseases, Cell Death, Cytokinesmetabolism, Immunity, Innate"
